interaction_id,user_id,product_id,session_id,interaction_type,implicit_weight,duration_seconds,timestamp
"int_1790176426921_6esm0az8n","6a833395cee036cbf121a857","68c5583b9869e837e80cea4a","sess_explore_1790176426921_crt939","search_click",2,74,"2026-08-12T03:26:32.084Z"
"int_1790176426921_r9wau2baq","6a7fc9164585d7fd0f495064","68c5583b9869e837e80cea48","sess_explore_1790176426921_2o186m","search_click",2,82,"2026-08-12T04:03:05.876Z"
"int_1790176426921_7nroa7s6c","6a27ed55b6d7638a2acaa654","68c5583b9869e837e80cea61","sess_explore_1790176426921_cynizs","view",1,27,"2026-08-12T04:09:05.860Z"
"int_1790176426921_06y9zd32t","6a27ed55b6d7638a2acaa654","68c5583b9869e837e80cea61","sess_explore_1790176426921_cynizs","like",3,0,"2026-08-12T04:09:15.860Z"
"int_1790176426921_egk69oxcz","6a833398cee036cbf121a885","68c5583b9869e837e80cea4b","sess_explore_1790176426921_dij93l","view",1,44,"2026-08-12T04:28:32.349Z"
"int_1790176426921_6yihnlt5a","6a833398cee036cbf121a885","68c5583b9869e837e80cea4b","sess_explore_1790176426921_dij93l","like",3,0,"2026-08-12T04:28:42.349Z"
"int_1790176426924_biljhvtus","6a833393cee036cbf121a83d","68c5583b9869e837e80ceae3","sess_explore_1790176426924_01zx6v","search_click",2,46,"2026-08-12T04:58:37.841Z"
"int_1790176426925_7lada292y","6a833392cee036cbf121a82b","68c5583b9869e837e80ceaeb","sess_explore_1790176426925_1d7dk4","search_click",2,82,"2026-08-12T06:01:56.204Z"
"int_1790176426925_6j0vha9l7","6a833392cee036cbf121a82b","68c5583b9869e837e80ceaeb","sess_explore_1790176426925_1d7dk4","like",3,0,"2026-08-12T06:02:06.204Z"
"int_1790176426919_k56hz1zni","68e5331e5186f04dcdf2e9f6","68c5583b9869e837e80ce9c6","sess_explore_1790176426919_s57ie7","view",1,74,"2026-08-12T06:08:30.366Z"
"int_1790176426919_mm1o7lrra","6a833393cee036cbf121a839","68c5583b9869e837e80ce9d0","sess_explore_1790176426919_mpeesp","view",1,38,"2026-08-12T06:50:23.560Z"
"int_1790176426921_mucgz7sno","6a833396cee036cbf121a86b","68c5583b9869e837e80cea71","sess_explore_1790176426921_7010hw","search_click",2,50,"2026-08-12T07:13:22.443Z"
"int_1790176426921_i2zlcmw33","6a833396cee036cbf121a86b","68c5583b9869e837e80cea71","sess_explore_1790176426921_7010hw","like",3,0,"2026-08-12T07:13:32.443Z"
"int_1790176426919_he5rdakvj","6a833391cee036cbf121a825","68c5583b9869e837e80ce9bb","sess_explore_1790176426919_qj5gwq","view",1,81,"2026-08-12T08:21:51.800Z"
"int_1790176426924_vff4uvtf2","6a833394cee036cbf121a849","68c5583b9869e837e80cead0","sess_explore_1790176426924_n3lh87","search_click",2,83,"2026-08-12T08:37:47.244Z"
"int_1790176426920_thiw2hanh","6a833395cee036cbf121a853","68c5583b9869e837e80cea1f","sess_explore_1790176426920_usoogw","search_click",2,65,"2026-08-12T08:43:06.696Z"
"int_1790176426920_a9g5ebb81","6a833395cee036cbf121a853","68c5583b9869e837e80cea1f","sess_explore_1790176426920_usoogw","like",3,0,"2026-08-12T08:43:16.696Z"
"int_1790176426920_kkdxyt7dg","6a833396cee036cbf121a869","68c5583b9869e837e80ce9fa","sess_explore_1790176426920_1qrf31","search_click",2,75,"2026-08-12T08:50:43.429Z"
"int_1790176426920_en9e0p3yp","6a833396cee036cbf121a869","68c5583b9869e837e80ce9fa","sess_explore_1790176426920_1qrf31","like",3,0,"2026-08-12T08:50:53.429Z"
"int_1790176426922_bykm9tmbi","6a833398cee036cbf121a887","68c5583b9869e837e80cea97","sess_explore_1790176426922_c2ehb1","view",1,49,"2026-08-12T09:09:11.401Z"
"int_1790176426922_1txaut0y7","6a833398cee036cbf121a887","68c5583b9869e837e80cea97","sess_explore_1790176426922_c2ehb1","like",3,0,"2026-08-12T09:09:21.401Z"
"int_1790176426920_k3h1kiqi4","6a833398cee036cbf121a885","68c5583b9869e837e80cea22","sess_explore_1790176426920_7hclo3","view",1,41,"2026-08-12T09:13:31.658Z"
"int_1790176426919_yozxts0bc","6914018db8d9d9ea54857a42","68c5583b9869e837e80ce9c5","sess_explore_1790176426919_d9topq","search_click",2,68,"2026-08-12T09:43:27.329Z"
"int_1790176426919_p0ez5fmyx","6a833393cee036cbf121a83b","68c5583b9869e837e80ce9da","sess_explore_1790176426919_90zj8r","search_click",2,47,"2026-08-12T10:42:43.088Z"
"int_1790176426922_jorcr03h6","68e5331e5186f04dcdf2e9f6","68c5583b9869e837e80ceab4","sess_explore_1790176426922_om5p2a","view",1,59,"2026-08-12T11:07:36.893Z"
"int_1790176426925_lvab0xe2g","6a833394cee036cbf121a84b","68c5583b9869e837e80ceb03","sess_explore_1790176426925_idiv4v","search_click",2,47,"2026-08-12T12:33:48.849Z"
"int_1790176426919_sksypwjnp","6a833395cee036cbf121a85b","68c5583b9869e837e80ce9a1","sess_explore_1790176426919_u9l5cq","search_click",2,52,"2026-08-12T17:08:39.600Z"
"int_1790176426920_3em3utk7s","6a833391cee036cbf121a825","68c5583b9869e837e80cea0c","sess_explore_1790176426920_hpr0pm","search_click",2,66,"2026-08-12T17:38:51.107Z"
"int_1790176426672_heypwqtnc","6a833395cee036cbf121a85b","68c5583b9869e837e80ce99e","sess_1790176426670_qp5a0iw","view",1,97,"2026-08-12T17:56:50.199Z"
"int_1790176426672_n3iqaxysl","6a833395cee036cbf121a85b","68c5583b9869e837e80ce9c0","sess_1790176426670_qp5a0iw","view",1,45,"2026-08-12T17:56:50.199Z"
"int_1790176426465_nbcu8fpor","6a833392cee036cbf121a831","68c5583b9869e837e80ce9a9","sess_1790176426464_pmdpi72","view",1,163,"2026-08-12T18:42:17.580Z"
"int_1790176426465_5xw5swo00","6a833392cee036cbf121a831","68c5583b9869e837e80ce997","sess_1790176426464_pmdpi72","view",1,170,"2026-08-12T18:42:17.580Z"
"int_1790176426465_ehdo6x7r0","6a833392cee036cbf121a831","68c5583b9869e837e80cea03","sess_1790176426464_pmdpi72","view",1,62,"2026-08-12T18:42:17.580Z"
"int_1790176426465_tltn3kyh8","6a833392cee036cbf121a831","68c5583b9869e837e80ce9ec","sess_1790176426464_pmdpi72","view",1,63,"2026-08-12T18:42:17.580Z"
"int_1790176426465_fvin94fw4","6a833392cee036cbf121a831","68c5583b9869e837e80cea17","sess_1790176426464_pmdpi72","view",1,112,"2026-08-12T18:42:17.580Z"
"int_1790176426465_pqytf508s","6a833392cee036cbf121a831","68c5583b9869e837e80ce9a9","sess_1790176426464_pmdpi72","like",3,0,"2026-08-12T18:42:32.580Z"
"int_1790176426465_4efyapes1","6a833392cee036cbf121a831","68c5583b9869e837e80cea03","sess_1790176426464_pmdpi72","like",3,0,"2026-08-12T18:42:32.580Z"
"int_1790176426919_5vy8a74zy","6a833394cee036cbf121a851","68c5583b9869e837e80ce9c4","sess_explore_1790176426919_dk6arn","search_click",2,89,"2026-08-12T20:05:28.321Z"
"int_1790176426919_hrowz7v6o","6a833394cee036cbf121a851","68c5583b9869e837e80ce9c4","sess_explore_1790176426919_dk6arn","like",3,0,"2026-08-12T20:05:38.321Z"
"int_1790176426921_n3iox187t","6a833392cee036cbf121a82b","68c5583b9869e837e80cea6f","sess_explore_1790176426921_yolqa4","search_click",2,37,"2026-08-12T21:39:04.514Z"
"int_1790176426921_3ie4dvlsc","6a833392cee036cbf121a82b","68c5583b9869e837e80cea6f","sess_explore_1790176426921_yolqa4","like",3,0,"2026-08-12T21:39:14.514Z"
"int_1790176426922_d1zp0shha","6a833396cee036cbf121a867","68c5583b9869e837e80ceab0","sess_explore_1790176426922_bet5a2","search_click",2,63,"2026-08-12T21:52:34.970Z"
"int_1790176426919_kr6aiwias","6a833393cee036cbf121a841","68c5583b9869e837e80ce9cf","sess_explore_1790176426919_90cyd6","search_click",2,83,"2026-08-13T01:14:28.051Z"
"int_1790176426925_jy96d3a1j","6a833392cee036cbf121a82b","68c5583b9869e837e80ceb02","sess_explore_1790176426925_rzfgdx","search_click",2,41,"2026-08-13T02:23:47.134Z"
"int_1790176426921_457izjkuh","6a833396cee036cbf121a861","68c5583b9869e837e80cea50","sess_explore_1790176426921_6i06de","search_click",2,49,"2026-08-13T03:33:06.588Z"
"int_1790176426921_oe40kgs7u","6a833394cee036cbf121a851","68c5583b9869e837e80cea68","sess_explore_1790176426921_6rse2x","view",1,64,"2026-08-13T05:14:39.331Z"
"int_1790176426462_qopkjmvre","6a833392cee036cbf121a831","68c5583b9869e837e80ce97d","sess_1790176426461_852toom","view",1,173,"2026-08-13T06:03:54.106Z"
"int_1790176426462_y4drl0jvr","6a833392cee036cbf121a831","68c5583b9869e837e80ceab8","sess_1790176426461_852toom","view",1,52,"2026-08-13T06:03:54.106Z"
"int_1790176426462_juf35ebv2","6a833392cee036cbf121a831","68c5583b9869e837e80cea17","sess_1790176426461_852toom","view",1,117,"2026-08-13T06:03:54.106Z"
"int_1790176426462_g31fln0bu","6a833392cee036cbf121a831","68c5583b9869e837e80ce99d","sess_1790176426461_852toom","view",1,121,"2026-08-13T06:03:54.106Z"
"int_1790176426462_7ljbsoz3m","6a833392cee036cbf121a831","68c5583b9869e837e80ce9d5","sess_1790176426461_852toom","view",1,114,"2026-08-13T06:03:54.106Z"
"int_1790176426462_89oyw067x","6a833392cee036cbf121a831","68c5583b9869e837e80ce97d","sess_1790176426461_852toom","like",3,0,"2026-08-13T06:04:09.106Z"
"int_1790176426462_ovr4zfky5","6a833392cee036cbf121a831","68c5583b9869e837e80cea17","sess_1790176426461_852toom","like",3,0,"2026-08-13T06:04:09.106Z"
"int_1790176426462_a2jshra1r","6a833392cee036cbf121a831","68c5583b9869e837e80ceab8","sess_1790176426461_852toom","add_to_cart",5,0,"2026-08-13T06:04:29.106Z"
"int_1790176426462_t9a7pdxmh","6a833392cee036cbf121a831","68c5583b9869e837e80cea17","sess_1790176426461_852toom","add_to_cart",5,0,"2026-08-13T06:04:29.106Z"
"int_1790176426462_fgdxzjjct","6a833392cee036cbf121a831","68c5583b9869e837e80ceab8","sess_1790176426461_852toom","purchase",10,0,"2026-08-13T06:04:54.106Z"
"int_1790176426919_x1659cukg","6a833396cee036cbf121a86b","68c5583b9869e837e80ce9bd","sess_explore_1790176426919_jysspv","view",1,38,"2026-08-13T07:18:37.505Z"
"int_1790176426670_uues14c3k","6a833395cee036cbf121a85b","68c5583b9869e837e80cea0a","sess_1790176426669_ekiefbf","view",1,135,"2026-08-13T07:28:11.446Z"
"int_1790176426670_jnycov2tt","6a833395cee036cbf121a85b","68c5583b9869e837e80ce9af","sess_1790176426669_ekiefbf","view",1,123,"2026-08-13T07:28:11.446Z"
"int_1790176426670_a2fmg9l0r","6a833395cee036cbf121a85b","68c5583b9869e837e80cea41","sess_1790176426669_ekiefbf","view",1,61,"2026-08-13T07:28:11.446Z"
"int_1790176426670_gont4czcy","6a833395cee036cbf121a85b","68c5583b9869e837e80cea29","sess_1790176426669_ekiefbf","view",1,126,"2026-08-13T07:28:11.446Z"
"int_1790176426670_e5hkroe15","6a833395cee036cbf121a85b","68c5583b9869e837e80cea6e","sess_1790176426669_ekiefbf","view",1,150,"2026-08-13T07:28:11.446Z"
"int_1790176426670_oalxpc23r","6a833395cee036cbf121a85b","68c5583b9869e837e80cea0a","sess_1790176426669_ekiefbf","like",3,0,"2026-08-13T07:28:26.446Z"
"int_1790176426925_ehvcbnl3g","6a833394cee036cbf121a847","68c5583b9869e837e80ceafb","sess_explore_1790176426925_jnz49e","view",1,61,"2026-08-13T07:37:03.723Z"
"int_1790176426920_c8s2ea6q3","6a833393cee036cbf121a839","68c5583b9869e837e80ce9e4","sess_explore_1790176426920_ie38rm","view",1,73,"2026-08-13T08:09:49.253Z"
"int_1790176426919_skvmnfcry","6a833396cee036cbf121a86d","68c5583b9869e837e80ce9da","sess_explore_1790176426919_qpks8x","view",1,67,"2026-08-13T09:53:06.268Z"
"int_1790176426492_i37asyjsk","6a833393cee036cbf121a83b","68c5583b9869e837e80ce9dc","sess_1790176426491_j94gffa","view",1,135,"2026-08-13T10:36:59.978Z"
"int_1790176426492_bs5fgqty2","6a833393cee036cbf121a83b","68c5583b9869e837e80ce9e7","sess_1790176426491_j94gffa","view",1,169,"2026-08-13T10:36:59.978Z"
"int_1790176426492_8enfftkkd","6a833393cee036cbf121a83b","68c5583b9869e837e80cea3c","sess_1790176426491_j94gffa","view",1,112,"2026-08-13T10:36:59.978Z"
"int_1790176426492_cwz9s2fqn","6a833393cee036cbf121a83b","68c5583b9869e837e80cea2c","sess_1790176426491_j94gffa","view",1,64,"2026-08-13T10:36:59.978Z"
"int_1790176426492_22sfvhu0y","6a833393cee036cbf121a83b","68c5583b9869e837e80ce9dc","sess_1790176426491_j94gffa","like",3,0,"2026-08-13T10:37:14.978Z"
"int_1790176426492_pcxll8fej","6a833393cee036cbf121a83b","68c5583b9869e837e80ce9e7","sess_1790176426491_j94gffa","like",3,0,"2026-08-13T10:37:14.978Z"
"int_1790176426492_t795mvqft","6a833393cee036cbf121a83b","68c5583b9869e837e80cea3c","sess_1790176426491_j94gffa","like",3,0,"2026-08-13T10:37:14.978Z"
"int_1790176426493_eytcuj50i","6a833393cee036cbf121a83b","68c5583b9869e837e80cea2c","sess_1790176426491_j94gffa","like",3,0,"2026-08-13T10:37:14.978Z"
"int_1790176426492_wa5micrr4","6a833393cee036cbf121a83b","68c5583b9869e837e80ce9dc","sess_1790176426491_j94gffa","add_to_cart",5,0,"2026-08-13T10:37:34.978Z"
"int_1790176426493_ahde0vy1a","6a833393cee036cbf121a83b","68c5583b9869e837e80cea2c","sess_1790176426491_j94gffa","add_to_cart",5,0,"2026-08-13T10:37:34.978Z"
"int_1790176426493_5blbcg3mg","6a833393cee036cbf121a83b","68c5583b9869e837e80ce9dc","sess_1790176426491_j94gffa","purchase",10,0,"2026-08-13T10:37:59.978Z"
"int_1790176426922_7btqmpwho","6a833397cee036cbf121a87d","68c5583b9869e837e80ceaab","sess_explore_1790176426922_6c6w4m","view",1,86,"2026-08-13T10:41:19.623Z"
"int_1790176426921_cyebxywue","6a833394cee036cbf121a851","68c5583b9869e837e80cea53","sess_explore_1790176426921_m6e21d","search_click",2,46,"2026-08-13T10:54:09.647Z"
"int_1790176426922_4pnoa4tpi","6a833397cee036cbf121a87d","68c5583b9869e837e80ceab9","sess_explore_1790176426922_mlnsfa","view",1,38,"2026-08-13T13:20:03.534Z"
"int_1790176426923_ui4ichh4j","6a833396cee036cbf121a863","68c5583b9869e837e80ceac9","sess_explore_1790176426923_b9l71l","search_click",2,28,"2026-08-13T14:16:27.864Z"
"int_1790176426919_fjqysns85","6914018db8d9d9ea54857a42","68c5583b9869e837e80ce9be","sess_explore_1790176426919_m719ur","search_click",2,65,"2026-08-13T14:57:47.134Z"
"int_1790176426919_6h7znbu5j","6914018db8d9d9ea54857a42","68c5583b9869e837e80ce9be","sess_explore_1790176426919_m719ur","like",3,0,"2026-08-13T14:57:57.134Z"
"int_1790176426921_bqqx1e8ub","6a833394cee036cbf121a845","68c5583b9869e837e80cea48","sess_explore_1790176426921_i5buz9","view",1,70,"2026-08-13T15:28:08.299Z"
"int_1790176426325_32cb17u1a","6914018db8d9d9ea54857a42","68c5583b9869e837e80ce9c1","sess_1790176426322_3ll1yjj","view",1,79,"2026-08-13T15:50:16.904Z"
"int_1790176426325_g9u8a1ihd","6914018db8d9d9ea54857a42","68c5583b9869e837e80ce9ed","sess_1790176426322_3ll1yjj","view",1,71,"2026-08-13T15:50:16.904Z"
"int_1790176426325_1nwj8el13","6914018db8d9d9ea54857a42","68c5583b9869e837e80ce9e8","sess_1790176426322_3ll1yjj","view",1,91,"2026-08-13T15:50:16.904Z"
"int_1790176426325_8q42q7cia","6914018db8d9d9ea54857a42","68c5583b9869e837e80cea07","sess_1790176426322_3ll1yjj","view",1,115,"2026-08-13T15:50:16.904Z"
"int_1790176426325_42q0vfylm","6914018db8d9d9ea54857a42","68c5583b9869e837e80ce9c1","sess_1790176426322_3ll1yjj","like",3,0,"2026-08-13T15:50:31.904Z"
"int_1790176426325_cixnftmb4","6914018db8d9d9ea54857a42","68c5583b9869e837e80ce9e8","sess_1790176426322_3ll1yjj","like",3,0,"2026-08-13T15:50:31.904Z"
"int_1790176426325_xsnl7mstp","6914018db8d9d9ea54857a42","68c5583b9869e837e80cea07","sess_1790176426322_3ll1yjj","like",3,0,"2026-08-13T15:50:31.904Z"
"int_1790176426925_dw5fi4ejx","6a833394cee036cbf121a84d","68c5583b9869e837e80ceaeb","sess_explore_1790176426925_5c0dxc","search_click",2,37,"2026-08-13T15:50:49.685Z"
"int_1790176426325_4kbd4pol8","6914018db8d9d9ea54857a42","68c5583b9869e837e80ce9ed","sess_1790176426322_3ll1yjj","add_to_cart",5,0,"2026-08-13T15:50:51.904Z"
"int_1790176426325_bmgbzu5cu","6914018db8d9d9ea54857a42","68c5583b9869e837e80ce9ed","sess_1790176426322_3ll1yjj","purchase",10,0,"2026-08-13T15:51:16.904Z"
"int_1790176426922_pprxayngj","6a833396cee036cbf121a867","68c5583b9869e837e80ceabb","sess_explore_1790176426922_pyie7s","search_click",2,74,"2026-08-13T20:30:18.741Z"
"int_1790176426922_iwm760uux","6a833396cee036cbf121a867","68c5583b9869e837e80ceabb","sess_explore_1790176426922_pyie7s","like",3,0,"2026-08-13T20:30:28.741Z"
"int_1790176426918_zn2nboflf","6a833394cee036cbf121a847","68c5583b9869e837e80ce978","sess_explore_1790176426918_flspm9","view",1,87,"2026-08-13T21:17:42.056Z"
"int_1790176426458_4x9ezpdb6","6a833392cee036cbf121a831","68c5583b9869e837e80ceab8","sess_1790176426456_ujr0hav","view",1,46,"2026-08-13T22:05:38.444Z"
"int_1790176426458_3ycgh1awg","6a833392cee036cbf121a831","68c5583b9869e837e80ce995","sess_1790176426456_ujr0hav","view",1,158,"2026-08-13T22:05:38.444Z"
"int_1790176426458_7cpeozb6j","6a833392cee036cbf121a831","68c5583b9869e837e80ce9b5","sess_1790176426456_ujr0hav","view",1,111,"2026-08-13T22:05:38.444Z"
"int_1790176426458_6hkyn841s","6a833392cee036cbf121a831","68c5583b9869e837e80ce995","sess_1790176426456_ujr0hav","like",3,0,"2026-08-13T22:05:53.444Z"
"int_1790176426920_5h38a2ep8","6a833394cee036cbf121a849","68c5583b9869e837e80cea33","sess_explore_1790176426920_6nzo20","view",1,54,"2026-08-13T22:25:02.605Z"
"int_1790176426923_mr6lg3vjz","6a833395cee036cbf121a853","68c5583b9869e837e80ceac5","sess_explore_1790176426923_0wj1gv","view",1,72,"2026-08-13T23:45:43.470Z"
"int_1790176426920_ffckiw3sa","6a833397cee036cbf121a87b","68c5583b9869e837e80cea34","sess_explore_1790176426920_e72ndc","view",1,44,"2026-08-14T01:03:13.328Z"
"int_1790176426919_gf50vn82h","68e37500fb43e827078c759c","68c5583b9869e837e80ce984","sess_explore_1790176426919_ynqun9","view",1,82,"2026-08-14T01:21:51.841Z"
"int_1790176426921_i0od3k3vh","6a833392cee036cbf121a833","68c5583b9869e837e80cea3d","sess_explore_1790176426921_0wbh9m","search_click",2,55,"2026-08-14T01:49:03.012Z"
"int_1790176426922_6zefnw6qn","6a833391cee036cbf121a825","68c5583b9869e837e80cea92","sess_explore_1790176426922_zrtdfj","search_click",2,29,"2026-08-14T04:05:19.167Z"
"int_1790176426922_n9uqr4fj3","6a833398cee036cbf121a885","68c5583b9869e837e80cea92","sess_explore_1790176426922_5xoyx3","view",1,79,"2026-08-14T05:26:28.525Z"
"int_1790176426918_hc2tyuplr","68e5331e5186f04dcdf2e9f6","68c5583b9869e837e80ce978","sess_explore_1790176426918_v081ko","search_click",2,80,"2026-08-14T06:10:58.578Z"
"int_1790176426923_w5odgxgqa","6a833395cee036cbf121a853","68c5583b9869e837e80ceaca","sess_explore_1790176426923_189rfl","view",1,29,"2026-08-14T06:29:28.418Z"
"int_1790176426920_l40sowlys","6a83085d4d4fb77855083406","68c5583b9869e837e80cea31","sess_explore_1790176426920_9re7hx","view",1,89,"2026-08-14T06:44:10.520Z"
"int_1790176426920_c3id2m475","6a833394cee036cbf121a84b","68c5583b9869e837e80cea35","sess_explore_1790176426920_iny0s9","view",1,31,"2026-08-14T06:53:53.831Z"
"int_1790176426920_zkycz4fvp","6a833394cee036cbf121a84b","68c5583b9869e837e80cea35","sess_explore_1790176426920_iny0s9","like",3,0,"2026-08-14T06:54:03.831Z"
"int_1790176426921_bl14uaezl","6a833394cee036cbf121a849","68c5583b9869e837e80cea4b","sess_explore_1790176426921_zmji1m","view",1,28,"2026-08-14T06:54:39.992Z"
"int_1790176426921_xsci9u4hm","6a27ed55b6d7638a2acaa654","68c5583b9869e837e80cea43","sess_explore_1790176426921_u26t7u","view",1,74,"2026-08-14T07:17:05.049Z"
"int_1790176426905_pikpxht9s","6a833398cee036cbf121a885","68c5583b9869e837e80ce995","sess_1790176426903_i6ytlw2","view",1,151,"2026-08-14T08:32:08.960Z"
"int_1790176426905_z0wn2zchc","6a833398cee036cbf121a885","68c5583b9869e837e80cea06","sess_1790176426903_i6ytlw2","view",1,140,"2026-08-14T08:32:08.960Z"
"int_1790176426905_dvp5wzl7q","6a833398cee036cbf121a885","68c5583b9869e837e80ceada","sess_1790176426903_i6ytlw2","view",1,24,"2026-08-14T08:32:08.960Z"
"int_1790176426905_mqwbmlu3d","6a833398cee036cbf121a885","68c5583b9869e837e80ce995","sess_1790176426903_i6ytlw2","add_to_cart",5,0,"2026-08-14T08:32:43.960Z"
"int_1790176426905_2d3txxxds","6a833398cee036cbf121a885","68c5583b9869e837e80cea06","sess_1790176426903_i6ytlw2","add_to_cart",5,0,"2026-08-14T08:32:43.960Z"
"int_1790176426924_vyvarv7ja","6a833394cee036cbf121a84d","68c5583b9869e837e80ceade","sess_explore_1790176426924_ekj3q4","search_click",2,72,"2026-08-14T09:46:04.112Z"
"int_1790176426925_n308h9smo","6914018db8d9d9ea54857a42","68c5583b9869e837e80ceafb","sess_explore_1790176426925_tmswqg","view",1,63,"2026-08-14T10:33:09.362Z"
"int_1790176426393_t4kt7x4zv","6a83085d4d4fb77855083406","68c5583b9869e837e80ceab1","sess_1790176426391_jvmiqtt","view",1,22,"2026-08-14T10:51:08.487Z"
"int_1790176426393_8wxhnh1ci","6a83085d4d4fb77855083406","68c5583b9869e837e80cea14","sess_1790176426391_jvmiqtt","view",1,124,"2026-08-14T10:51:08.487Z"
"int_1790176426393_ahqeu18wm","6a83085d4d4fb77855083406","68c5583b9869e837e80ceae3","sess_1790176426391_jvmiqtt","view",1,75,"2026-08-14T10:51:08.487Z"
"int_1790176426393_ymo5aqfcp","6a83085d4d4fb77855083406","68c5583b9869e837e80cea45","sess_1790176426391_jvmiqtt","view",1,122,"2026-08-14T10:51:08.487Z"
"int_1790176426393_cfnknrkoy","6a83085d4d4fb77855083406","68c5583b9869e837e80cea45","sess_1790176426391_jvmiqtt","like",3,0,"2026-08-14T10:51:23.487Z"
"int_1790176426393_5qrzsaj1p","6a83085d4d4fb77855083406","68c5583b9869e837e80ceab1","sess_1790176426391_jvmiqtt","add_to_cart",5,0,"2026-08-14T10:51:43.487Z"
"int_1790176426426_ji4d7jyq6","6a833392cee036cbf121a82b","68c5583b9869e837e80cea05","sess_1790176426423_7az280t","view",1,179,"2026-08-14T12:47:49.639Z"
"int_1790176426426_9e2jn8ubl","6a833392cee036cbf121a82b","68c5583b9869e837e80ce9bc","sess_1790176426423_7az280t","view",1,146,"2026-08-14T12:47:49.639Z"
"int_1790176426426_un3k2kuxy","6a833392cee036cbf121a82b","68c5583b9869e837e80cea69","sess_1790176426423_7az280t","view",1,58,"2026-08-14T12:47:49.639Z"
"int_1790176426426_tmv59wrkh","6a833392cee036cbf121a82b","68c5583b9869e837e80ce977","sess_1790176426423_7az280t","view",1,43,"2026-08-14T12:47:49.639Z"
"int_1790176426426_vwen1sxjc","6a833392cee036cbf121a82b","68c5583b9869e837e80ce9bc","sess_1790176426423_7az280t","like",3,0,"2026-08-14T12:48:04.639Z"
